customer_id,account_name,csm_owner,health_score,health_trend,mrr_usd,renewal_date,churn_date,status,last_qbr_date,open_tickets,nps_score,sf_account_id,canonical_name,status_corrected,mrr_imputed,mrr_source,days_to_renewal,renewal_proximity_score,nps_bonus,health_trend_score,no_qbr_signal,support_pressure,canonical_segment,segment_confidence,join_confidence,company_mrr_total,contract_count_active,w1_raw,w1_valid,w2_raw,w2_valid,w4_raw,w4_valid,w5_raw,w5_valid,contract_risk_base,contract_risk,company_engagement_modifier,engagement_score,avg_feature_depth,avg_sessions,churn_risk_score,risk_level,threshold_alto,threshold_medio
CUST-0415,tapflow,lucas@raptorsoft.com,59.0,,12197.14,2025-01-20,,Active,,2,7.0,ACC-1115,tapflow,,False,actual,-85,1.0,0.0,0.5,True,0.1666666666666666,Mid-Market,HIGH,HIGH,213765.26,25,0.41,True,0.5,True,0.1666666666666666,True,1.0,True,0.5556666666666666,0.6356666666666666,1.033,0.5242,0.4485,289.0,0.6566,Alto,0.5261,0.35
CUST-0416,Innova Tech,rafael@raptorsoft.com,50.0,Stable,6105.08,2025-09-28,2023-08-26,Churned,2023-10-02,0,,ACC-1116,innova,True,False,actual,166,0.0,0.0,0.3,True,0.0,Mid-Market,HIGH,HIGH,198837.46,20,0.5,True,0.3,True,0.0,True,0.0,True,0.275,0.35500000000000004,0.9432,0.6525,0.705,209.5,0.3348,Baixo,0.5261,0.35
CUST-0417,Grid Soft,lucas@raptorsoft.com,66.0,Declining,0.0,2026-04-22,2024-03-20,Churned,2023-11-14,0,,,gridsoft,,False,actual,372,0.0,0.0,1.0,True,0.0,Mid-Market,HIGH,MEDIUM,188772.05,23,0.34,True,1.0,True,0.0,True,0.0,True,0.386,0.466,1.0977,0.4319,0.4992,60.75,0.5115,Medio,0.5261,0.35
CUST-0418,Polaris Tech,rafael@raptorsoft.com,40.0,Declining,0.0,2025-04-14,2024-08-13,Churned,2024-10-03,7,2.0,ACC-1118,polaris,,False,actual,-1,1.0,0.1,1.0,True,0.5833333333333334,Mid-Market,HIGH,HIGH,176653.15,23,0.6,True,1.0,True,0.5833333333333334,True,1.0,True,0.7983333333333333,0.9783333333333333,0.8868,0.7331,0.4662,134.5,0.8676,Alto,0.5261,0.35
CUST-0419,bluepath,lucas@raptorsoft.com,45.0,Improving,1582.26,2025-05-24,,Active,,7,9.0,,bluepath,,False,actual,39,0.6,-0.08,0.0,True,0.5833333333333334,Mid-Market,HIGH,MEDIUM,189029.98,25,0.55,True,0.0,True,0.5833333333333334,True,0.6,True,0.42833333333333334,0.42833333333333334,0.8079,0.8459,0.6918,281.75,0.3461,Baixo,0.5261,0.35
CUST-0420,Acme Corp.,rafael@raptorsoft.com,75.0,,9800.48,2025-04-09,,Active,2024-08-26,10,,ACC-1100,acme,,False,actual,-6,1.0,0.0,0.5,True,0.8333333333333334,Mid-Market,HIGH,HIGH,194509.94,23,0.25,True,0.5,True,0.8333333333333334,True,1.0,True,0.5583333333333333,0.6383333333333333,0.8716,0.7549,0.5097,160.5,0.5564,Alto,0.5261,0.35
CUST-0421,Beta Solutions Ltda,lucas@raptorsoft.com,,Improving,0.0,2026-05-31,2023-10-03,Churned,,7,4.0,,betasolutions,,False,actual,411,0.0,0.1,0.0,True,0.5833333333333334,Mid-Market,HIGH,MEDIUM,133712.45,22,,False,0.0,True,0.5833333333333334,True,0.0,True,0.09722222222222224,0.27722222222222226,1.0046,0.5649,0.5297,146.25,0.2785,Baixo,0.5261,0.35
CUST-0422,nexus,rafael@raptorsoft.com,75.0,,8319.83,2025-08-12,,Active,,9,,ACC-1102,nexus,,True,global_median_proxy,119,0.0,0.0,0.5,True,0.75,Mid-Market,HIGH,HIGH,200687.78,24,0.25,True,0.5,True,0.75,True,0.0,True,0.30000000000000004,0.38000000000000006,0.8438,0.7945,0.685,84.0,0.3206,Baixo,0.5261,0.35
CUST-0423,VERTICE TECH,,59.0,Stable,1111.55,2025-11-01,,Active,2024-07-16,12,,ACC-1103,vertice,,False,actual,200,0.0,0.0,0.3,True,1.0,Mid-Market,HIGH,HIGH,197690.09,23,0.41,True,0.3,True,1.0,True,0.0,True,0.33899999999999997,0.419,1.0856,0.4491,0.2982,137.75,0.4549,Medio,0.5261,0.35
CUST-0424,Orbit,carla@raptorsoft.com,75.0,Stable,10440.53,2025-07-31,,Active,2023-09-21,8,10.0,,orbit,,False,actual,107,0.0,-0.08,0.3,True,0.6666666666666666,Mid-Market,HIGH,MEDIUM,227071.01,26,0.25,True,0.3,True,0.6666666666666666,True,0.0,True,0.24166666666666667,0.2416666666666667,0.7836,0.8805,0.761,235.5,0.1894,Baixo,0.5261,0.35
CUST-0425,Fluxo,,82.0,Declining,8387.51,2026-02-27,,Active,2024-03-03,8,,,fluxo,,False,actual,318,0.0,0.0,1.0,True,0.6666666666666666,Mid-Market,HIGH,MEDIUM,217571.91,27,0.18,True,1.0,True,0.6666666666666666,True,0.0,True,0.38866666666666666,0.4686666666666667,0.8578,0.7746,0.5492,158.75,0.402,Medio,0.5261,0.35
CUST-0426,DataPrime,patricia@raptorsoft.com,18.0,,10456.79,2025-12-04,,Active,,9,,,dataprime,,False,actual,233,0.0,0.0,0.5,True,0.75,Mid-Market,HIGH,MEDIUM,213142.01,25,0.82,True,0.5,True,0.75,True,0.0,True,0.528,0.608,0.7596,0.9149,0.8298,174.0,0.4618,Medio,0.5261,0.35
CUST-0427,CONNECTWAVE,lucas@raptorsoft.com,27.0,Improving,10429.36,2025-10-21,,Active,,8,10.0,,connectwave,,False,actual,189,0.0,-0.08,0.0,True,0.6666666666666666,Mid-Market,HIGH,MEDIUM,238725.88,28,0.73,True,0.0,True,0.6666666666666666,True,0.0,True,0.35866666666666663,0.35866666666666663,0.9774,0.6038,0.6075,206.0,0.3506,Medio,0.5261,0.35
CUST-0428,SkyOps,carla@raptorsoft.com,86.0,Improving,12559.25,2025-05-03,,Active,2024-11-04,12,5.0,ACC-1108,skyops,,False,actual,18,1.0,0.1,0.0,False,1.0,Mid-Market,HIGH,HIGH,214724.43,25,0.14,True,0.0,True,1.0,True,1.0,True,0.40599999999999997,0.506,0.9277,0.6748,0.3495,111.0,0.4694,Medio,0.5261,0.35
CUST-0429,POLARE,patricia@raptorsoft.com,16.0,Declining,0.0,2026-05-16,2023-09-27,Churned,,8,9.0,ACC-1109,polare,,False,actual,396,0.0,-0.08,1.0,True,0.6666666666666666,Mid-Market,HIGH,HIGH,218077.81,27,0.84,True,1.0,True,0.6666666666666666,True,0.0,True,0.6526666666666667,0.6526666666666667,0.8274,0.818,0.636,171.5,0.54,Alto,0.5261,0.35
CUST-0430,RushFlow,lucas@raptorsoft.com,77.0,Declining,3313.76,2026-05-20,,Active,2024-01-03,7,,ACC-1110,rushflow,,False,actual,400,0.0,0.0,1.0,True,0.5833333333333334,Mid-Market,HIGH,HIGH,183982.75,23,0.23,True,1.0,True,0.5833333333333334,True,0.0,True,0.4003333333333334,0.4803333333333334,0.8888,0.7303,0.4605,255.75,0.4269,Medio,0.5261,0.35
CUST-0431,MINDBOX,patricia@raptorsoft.com,63.0,,10562.72,2026-03-30,,Active,2024-08-01,12,4.0,ACC-1111,mindbox,,False,actual,349,0.0,0.1,0.5,True,1.0,Mid-Market,HIGH,HIGH,217717.35,26,0.37,True,0.5,True,1.0,True,0.0,True,0.373,0.5529999999999999,0.9739,0.6088,0.6865,88.5,0.5386,Alto,0.5261,0.35
CUST-0432,Zentra Tech,patricia@raptorsoft.com,,Stable,3782.2,2026-04-12,,Active,2023-10-01,1,7.0,,zentra,,False,actual,362,0.0,0.0,0.3,True,0.0833333333333333,Mid-Market,HIGH,MEDIUM,236895.41,27,,False,0.3,True,0.0833333333333333,True,0.0,True,0.1388888888888889,0.2188888888888889,0.8558,0.7774,0.5548,162.25,0.1873,Baixo,0.5261,0.35
CUST-0433,Amplia Soluções,lucas@raptorsoft.com,75.0,Improving,0.0,2025-10-24,2023-09-29,Churned,,1,,ACC-1113,amplia,,False,actual,192,0.0,0.0,0.0,True,0.0833333333333333,Mid-Market,HIGH,HIGH,211018.85,25,0.25,True,0.0,True,0.0833333333333333,True,0.0,True,0.10833333333333334,0.18833333333333335,0.8494,0.7866,0.5732,208.0,0.16,Baixo,0.5261,0.35
CUST-0434,CORELOGIC,lucas@raptorsoft.com,31.0,Declining,0.0,2025-08-20,2024-08-27,Churned,2023-07-21,2,5.0,ACC-1114,corelogic,,False,actual,127,0.0,0.1,1.0,True,0.1666666666666666,Mid-Market,HIGH,HIGH,206729.08,24,0.69,True,1.0,True,0.1666666666666666,True,0.0,True,0.5426666666666666,0.7226666666666666,1.0385,0.5165,0.433,167.25,0.7505,Alto,0.5261,0.35
CUST-0435,TapFlow,carla@raptorsoft.com,,Improving,3854.61,2025-06-10,,Active,2024-09-22,4,,ACC-1115,tapflow,,False,actual,56,0.6,0.0,0.0,True,0.3333333333333333,Mid-Market,HIGH,HIGH,213765.26,25,,False,0.0,True,0.3333333333333333,True,0.6,True,0.3055555555555556,0.3855555555555556,1.033,0.5242,0.4485,289.0,0.3983,Medio,0.5261,0.35
CUST-0436,INNOVA,lucas@raptorsoft.com,62.0,,0.0,2025-06-30,2023-12-25,Churned,2024-10-13,3,,ACC-1116,innova,,False,actual,76,0.3,0.0,0.5,True,0.25,Mid-Market,HIGH,HIGH,198837.46,20,0.38,True,0.5,True,0.25,True,0.3,True,0.377,0.457,0.9432,0.6525,0.705,209.5,0.431,Medio,0.5261,0.35
CUST-0437,gridsoft,carla@raptorsoft.com,64.0,,7731.16,2025-09-14,,Active,2023-12-23,12,7.0,ACC-1117,gridsoft,,False,actual,152,0.0,0.0,0.5,True,1.0,Mid-Market,HIGH,HIGH,188772.05,23,0.36,True,0.5,True,1.0,True,0.0,True,0.369,0.449,1.0977,0.4319,0.4992,60.75,0.4929,Medio,0.5261,0.35
CUST-0438,POLARIS,patricia@raptorsoft.com,55.0,Declining,4275.8,2025-09-22,,Active,2023-09-10,1,5.0,ACC-1118,polaris,,False,actual,160,0.0,0.1,1.0,True,0.0833333333333333,Mid-Market,HIGH,HIGH,176653.15,23,0.45,True,1.0,True,0.0833333333333333,True,0.0,True,0.43833333333333335,0.6183333333333333,0.8868,0.7331,0.4662,134.5,0.5483,Alto,0.5261,0.35
CUST-0439,bluepath,,30.0,Stable,9591.88,2025-12-23,,Active,,5,,,bluepath,,False,actual,252,0.0,0.0,0.3,True,0.4166666666666667,Mid-Market,HIGH,MEDIUM,189029.98,25,0.7,True,0.3,True,0.4166666666666667,True,0.0,True,0.3966666666666666,0.4766666666666666,0.8079,0.8459,0.6918,281.75,0.3851,Medio,0.5261,0.35
CUST-0440,Acme Corp,patricia@raptorsoft.com,75.0,Declining,8046.82,2025-05-26,2024-01-04,Churned,,0,5.0,ACC-1100,acme,True,False,actual,41,0.6,0.1,1.0,True,0.0,Mid-Market,HIGH,HIGH,194509.94,23,0.25,True,1.0,True,0.0,True,0.6,True,0.5,0.6799999999999999,0.8716,0.7549,0.5097,160.5,0.5927,Alto,0.5261,0.35
CUST-0441,beta solutions,lucas@raptorsoft.com,39.0,Declining,5562.95,2025-01-04,,Active,2024-02-16,3,7.0,ACC-1101,betasolutions,,False,actual,-101,1.0,0.0,1.0,True,0.25,Mid-Market,HIGH,HIGH,133712.45,22,0.61,True,1.0,True,0.25,True,1.0,True,0.769,0.849,1.0046,0.5649,0.5297,146.25,0.8529,Alto,0.5261,0.35
CUST-0442,Grupo Nexus,patricia@raptorsoft.com,99.0,,0.0,2026-04-18,2023-11-17,Churned,2024-09-26,5,4.0,ACC-1102,nexus,,False,actual,368,0.0,0.1,0.5,True,0.4166666666666667,Mid-Market,HIGH,HIGH,200687.78,24,0.01,True,0.5,True,0.4166666666666667,True,0.0,True,0.1706666666666667,0.35066666666666674,0.8438,0.7945,0.685,84.0,0.2959,Baixo,0.5261,0.35
CUST-0443,Vertice Tech,lucas@raptorsoft.com,53.0,,0.0,2025-09-15,2023-10-21,Churned,2024-11-29,10,,ACC-1103,vertice,,False,actual,153,0.0,0.0,0.5,False,0.8333333333333334,Mid-Market,HIGH,HIGH,197690.09,23,0.47,True,0.5,True,0.8333333333333334,True,0.0,True,0.3963333333333333,0.3963333333333333,1.0856,0.4491,0.2982,137.75,0.4303,Medio,0.5261,0.35
CUST-0444,Orbit,,,Improving,10386.41,2025-01-29,,Active,2024-02-05,6,,,orbit,,False,actual,-76,1.0,0.0,0.0,True,0.5,Mid-Market,HIGH,MEDIUM,227071.01,26,,False,0.0,True,0.5,True,1.0,True,0.5,0.58,0.7836,0.8805,0.761,235.5,0.4545,Medio,0.5261,0.35
CUST-0445,Fluxo Sistemas,,86.0,,3118.99,2025-12-30,,Active,2023-12-03,0,3.0,ACC-1105,fluxo,,False,actual,259,0.0,0.1,0.5,True,0.0,Mid-Market,HIGH,HIGH,217571.91,27,0.14,True,0.5,True,0.0,True,0.0,True,0.181,0.36100000000000004,0.8578,0.7746,0.5492,158.75,0.3097,Baixo,0.5261,0.35
CUST-0446,DataPrime,carla@raptorsoft.com,52.0,Declining,8339.7,2025-12-12,,Active,2024-10-10,6,8.0,ACC-1106,dataprime,,False,actual,241,0.0,0.0,1.0,True,0.5,Mid-Market,HIGH,HIGH,213142.01,25,0.48,True,1.0,True,0.5,True,0.0,True,0.492,0.572,0.7596,0.9149,0.8298,174.0,0.4345,Medio,0.5261,0.35
CUST-0447,CONNECTWAVE,carla@raptorsoft.com,39.0,Stable,0.0,2026-02-11,2023-06-02,Churned,,0,5.0,ACC-1107,connectwave,,False,actual,302,0.0,0.1,0.3,True,0.0,Mid-Market,HIGH,HIGH,238725.88,28,0.61,True,0.3,True,0.0,True,0.0,True,0.319,0.49900000000000005,0.9774,0.6038,0.6075,206.0,0.4877,Medio,0.5261,0.35
CUST-0448,Sky Ops,rafael@raptorsoft.com,28.0,Improving,6749.59,2025-08-06,,Active,2023-07-18,9,,,skyops,,False,actual,113,0.0,0.0,0.0,True,0.75,Mid-Market,HIGH,MEDIUM,214724.43,25,0.72,True,0.0,True,0.75,True,0.0,True,0.363,0.443,0.9277,0.6748,0.3495,111.0,0.411,Medio,0.5261,0.35
CUST-0449,polare,rafael@raptorsoft.com,,Declining,0.0,2026-04-04,2023-07-04,Churned,2023-09-05,11,,ACC-1109,polare,,False,actual,354,0.0,0.0,1.0,True,0.9166666666666666,Mid-Market,HIGH,HIGH,218077.81,27,,False,1.0,True,0.9166666666666666,True,0.0,True,0.5694444444444444,0.6494444444444444,0.8274,0.818,0.636,171.5,0.5374,Alto,0.5261,0.35
CUST-0450,RUSHFLOW,rafael@raptorsoft.com,64.0,Stable,2706.9,2025-11-21,,Active,,2,3.0,,rushflow,,False,actual,220,0.0,0.1,0.3,True,0.1666666666666666,Mid-Market,HIGH,MEDIUM,183982.75,23,0.36,True,0.3,True,0.1666666666666666,True,0.0,True,0.23566666666666664,0.4156666666666667,0.8888,0.7303,0.4605,255.75,0.3694,Medio,0.5261,0.35
CUST-0451,Mindbox,rafael@raptorsoft.com,95.0,Improving,1156.39,2025-04-09,,Active,2023-10-11,0,7.0,ACC-1111,mindbox,,False,actual,-6,1.0,0.0,0.0,True,0.0,Mid-Market,HIGH,HIGH,217717.35,26,0.05,True,0.0,True,0.0,True,1.0,True,0.27,0.35000000000000003,0.9739,0.6088,0.6865,88.5,0.3409,Baixo,0.5261,0.35
CUST-0452,Zentra,rafael@raptorsoft.com,,,0.0,2026-04-19,2023-11-04,Churned,2024-10-27,1,5.0,ACC-1112,zentra,,False,actual,369,0.0,0.1,0.5,False,0.0833333333333333,Mid-Market,HIGH,HIGH,236895.41,27,,False,0.5,True,0.0833333333333333,True,0.0,True,0.22222222222222224,0.32222222222222224,0.8558,0.7774,0.5548,162.25,0.2758,Baixo,0.5261,0.35
CUST-0453,Amplia,rafael@raptorsoft.com,89.0,Declining,7395.24,2025-10-02,,Active,,3,,ACC-1113,amplia,,False,actual,170,0.0,0.0,1.0,True,0.25,Mid-Market,HIGH,HIGH,211018.85,25,0.11,True,1.0,True,0.25,True,0.0,True,0.319,0.399,0.8494,0.7866,0.5732,208.0,0.3389,Baixo,0.5261,0.35
CUST-0454,CoreLogic,rafael@raptorsoft.com,54.0,Declining,8505.45,2026-05-02,,Active,,5,10.0,,corelogic,,False,actual,382,0.0,-0.08,1.0,True,0.4166666666666667,Mid-Market,HIGH,MEDIUM,206729.08,24,0.46,True,1.0,True,0.4166666666666667,True,0.0,True,0.4756666666666667,0.4756666666666667,1.0385,0.5165,0.433,167.25,0.494,Medio,0.5261,0.35
CUST-0455,TapFlow,patricia@raptorsoft.com,39.0,,9562.25,2024-02-06,,Active,2023-10-30,3,,ACC-1115,tapflow,,False,actual,-434,1.0,0.0,0.5,True,0.25,Mid-Market,HIGH,HIGH,213765.26,25,0.61,True,0.5,True,0.25,True,1.0,True,0.644,0.724,1.033,0.5242,0.4485,289.0,0.7479,Alto,0.5261,0.35
CUST-0456,Innova,carla@raptorsoft.com,85.0,Declining,10659.86,2026-03-21,,Active,,6,,,innova,,False,actual,340,0.0,0.0,1.0,True,0.5,Mid-Market,HIGH,MEDIUM,198837.46,20,0.15,True,1.0,True,0.5,True,0.0,True,0.36,0.44,0.9432,0.6525,0.705,209.5,0.415,Medio,0.5261,0.35
CUST-0457,Grid Soft,,73.0,Improving,2275.35,2025-01-30,,Active,2023-11-22,7,4.0,ACC-1117,gridsoft,,False,actual,-75,1.0,0.1,0.0,True,0.5833333333333334,Mid-Market,HIGH,HIGH,188772.05,23,0.27,True,0.0,True,0.5833333333333334,True,1.0,True,0.41633333333333333,0.5963333333333333,1.0977,0.4319,0.4992,60.75,0.6546,Alto,0.5261,0.35
CUST-0458,POLARIS,patricia@raptorsoft.com,29.0,Stable,0.0,2025-05-09,2024-07-03,Churned,,5,,ACC-1118,polaris,,False,actual,24,1.0,0.0,0.3,True,0.4166666666666667,Mid-Market,HIGH,HIGH,176653.15,23,0.71,True,0.3,True,0.4166666666666667,True,1.0,True,0.6506666666666667,0.7306666666666667,0.8868,0.7331,0.4662,134.5,0.648,Alto,0.5261,0.35
CUST-0459,BluePath,rafael@raptorsoft.com,39.0,Stable,0.0,2025-10-30,2025-01-25,Churned,,11,,,bluepath,,False,actual,198,0.0,0.0,0.3,True,0.9166666666666666,Mid-Market,HIGH,MEDIUM,189029.98,25,0.61,True,0.3,True,0.9166666666666666,True,0.0,True,0.4106666666666667,0.4906666666666667,0.8079,0.8459,0.6918,281.75,0.3964,Medio,0.5261,0.35
CUST-0460,Acme Corp.,patricia@raptorsoft.com,53.0,Declining,8569.74,2026-06-03,,Active,2023-07-25,6,9.0,ACC-1100,acme,,False,actual,414,0.0,-0.08,1.0,True,0.5,Mid-Market,HIGH,HIGH,194509.94,23,0.47,True,1.0,True,0.5,True,0.0,True,0.488,0.488,0.8716,0.7549,0.5097,160.5,0.4253,Medio,0.5261,0.35
CUST-0461,BETA SOLUTIONS,carla@raptorsoft.com,59.0,,3276.68,2024-01-24,,Active,2023-08-13,9,6.0,,betasolutions,,False,actual,-447,1.0,0.1,0.5,True,0.75,Mid-Market,HIGH,MEDIUM,133712.45,22,0.41,True,0.5,True,0.75,True,1.0,True,0.614,0.7939999999999999,1.0046,0.5649,0.5297,146.25,0.7977,Alto,0.5261,0.35
CUST-0462,nexus,patricia@raptorsoft.com,57.0,,10760.59,2025-01-26,,Active,2024-06-15,8,,,nexus,,False,actual,-79,1.0,0.0,0.5,True,0.6666666666666666,Mid-Market,HIGH,MEDIUM,200687.78,24,0.43,True,0.5,True,0.6666666666666666,True,1.0,True,0.6136666666666667,0.6936666666666667,0.8438,0.7945,0.685,84.0,0.5853,Alto,0.5261,0.35
CUST-0463,VERTICE TECH,lucas@raptorsoft.com,95.0,Improving,7283.49,2025-02-26,,Active,,6,2.0,,vertice,,False,actual,-48,1.0,0.1,0.0,True,0.5,Mid-Market,HIGH,MEDIUM,197690.09,23,0.05,True,0.0,True,0.5,True,1.0,True,0.32,0.5,1.0856,0.4491,0.2982,137.75,0.5428,Alto,0.5261,0.35
CUST-0464,orbit digital,patricia@raptorsoft.com,43.0,,0.0,2025-04-03,2024-08-10,Churned,,7,5.0,ACC-1104,orbit,,False,actual,-12,1.0,0.1,0.5,True,0.5833333333333334,Mid-Market,HIGH,HIGH,227071.01,26,0.57,True,0.5,True,0.5833333333333334,True,1.0,True,0.6613333333333333,0.8413333333333333,0.7836,0.8805,0.761,235.5,0.6593,Alto,0.5261,0.35
CUST-0465,Fluxo Sistemas,patricia@raptorsoft.com,80.0,,7998.24,2025-04-25,,Active,2023-08-07,8,,ACC-1105,fluxo,,False,actual,10,1.0,0.0,0.5,True,0.6666666666666666,Mid-Market,HIGH,HIGH,217571.91,27,0.2,True,0.5,True,0.6666666666666666,True,1.0,True,0.5216666666666667,0.6016666666666667,0.8578,0.7746,0.5492,158.75,0.5161,Medio,0.5261,0.35
